368.503	154.196	
391.971	154.476	
226.838	125.291	
454.47	125.015	
263.424	154.39	
104.671	131.178	
207.826	144.105	
237.182	136.436	
440.249	117.888	
280.239	133.911	
190.249	135.046	
395.852	135.215	
324.69	149.584	
300.422	148.739	
246.316	119.444	
425.296	114.782	
299.079	109.868	
311.588	156.401	
164.448	146.123	
285.095	110.859	
55.752	131.06	
61.542	148.227	
189.056	120.449	
288.514	157.688	
375.997	128.038	
81.044	107.056	
415.947	148.758	
431.114	166.059	
378.296	111.57	
200.145	127.792	
245.302	139.858	
372.809	136.033	
340.732	153.291	
54.454	144.162	
339.747	120.446	
445.874	139.597	
238.188	151.559	
352.336	165.654	
260.222	140.566	
209.908	116.775	
206.532	155.177	
358.739	148.101	
377.539	134.109	
370.341	122.888	
281.413	130.922	
285.672	158.529	
61.756	123.201	
298.336	152.056	
332.885	164.536	
238.217	142.326	
169.915	137.363	
445.233	127.048	
336.529	163.611	
65.26	109.389	
145.088	127.996	
445.165	140.096	
386.499	126.074	
69.863	117.092	
235.754	150.674	
302.564	148.368	
447.624	107.356	
286.109	146.389	
403.609	147.19	
395.515	147.578	
445.677	166.939	
402.096	162.859	
439.605	96.978	
254.687	119.377	
374.987	135.114	
265.645	148.981	
443.897	163.984	
276.017	155.483	
405.836	167.522	
22.357	144.378	
413.809	113.235	
141.033	136.615	
305.256	143.275	
334.434	163.345	
233.056	159.382	
432.267	156.525	
306.886	158.827	
249.379	129.777	
439.438	100.977	
326.088	157.696	
293.819	120.085	
46.921	131.675	
221.087	124.243	
246.05	125.089	
342.292	130.717	
395.405	137.845	
426.667	120.803	
327.779	142.165	
59.098	130.362	
347.01	162.25	
335.771	110.078	
326.764	146.695	
225.3	119.518	
391.06	131.796	
391.834	143.348	
338.726	124.87	
232.021	123.392	
144.489	125.631	
424.478	147.723	
406.563	142.874	
244.354	150.219	
353.238	145.848	
218.379	118.133	
98.991	125.173	
442.7	167.665	
380.461	164.778	
371.81	177.753	
160.956	131.554	
335.208	151.71	
202.594	156.61	
399.341	114.857	
351.355	130.904	
231.865	119.5	
430.327	117.361	
305.428	160.654	
334.277	162.384	
337.301	121.584	
364.349	124.248	
304.844	150.956	
319.592	159.14	
314.996	109.652	
262.475	151.48	
168.084	149.184	
271.925	116.635	
57.867	128.555	
380.328	141.398	
341.228	125.742	
228.74	141.049	
444.311	123.78	
97.174	149.764	
347.18	137.98	
417.692	113.976	
291.729	141.952	
94.98	123.231	
308.903	133.036	
328.269	143.21	
301.544	163.712	
180.723	152.672	
71.565	148.011	
334.732	118.522	
289.812	109.508	
65.549	138.53	
418.922	109.771	
342.118	110.346	
63.745	134.543	
438.75	98.508	
303.967	148.115	
368.758	124.923	
90.607	150.705	
393.48	134.01	
83.878	150.894	
208.591	129.315	
265.555	118.293	
357.903	159.996	
362.502	174.195	
113.742	130.236	
147.137	145.576	
318.113	119.776	
345.99	112.103	
265.271	136.056	
112.986	127.977	
343.067	136.12	
447.693	120.37	
328.09	119.36	
438.918	102.31	
402.449	106.092	
321.704	143.529	
413.929	153.953	
159.23	122.333	
407.38	146.182	
92.798	139.098	
54.4	124.925	
110.612	143.044	
343.232	155.956	
309.514	108.966	
97.551	134.587	
333.078	139.147	
363.991	161.374	
442.426	118.385	
312.728	131.854	
411.727	103.142	
256.309	128.389	
379.408	133.052	
389.238	89.908	
394.047	143.911	
377.277	145.279	
393.788	166.524	
102.345	156.875	
64.926	145.463	
373.572	124.196	
452.612	137.178	
289.269	146.349	
378.319	158.646	
329.008	154.065	
163.865	133.157	
290.594	126.369	
387.396	103.244	
261.929	126.11	
263.474	111.518	
367.725	126.556	
117.786	150.827	
71.675	126.72	
23.222	142.94	
293.231	160.734	
409.15	159.222	
295.947	112.885	
300.419	151.265	
383.2	161.914	
68.886	113.476	
247.547	150.971	
247.064	147.651	
15.224	135.89	
268.869	119.669	
450.234	105.44	
453.496	100.693	
333.176	142.43	
449.34	132.426	
210.763	126.492	
399.918	165.557	
220.607	111.509	
205.344	122.858	
78.764	145.557	
419.331	92.031	
21.093	133.418	
365.89	159.825	
109.998	141.73	
387.294	103.007	
429.446	109.926	
244.482	156.06	
27.796	136.406	
400.297	109.413	
75.017	128.869	
82.798	121.577	
185.407	143.035	
305.023	146.022	
277.327	152.237	
175.352	129.178	
420.059	101.022	
276.895	126.116	
206.186	119.585	
340.076	140.209	
182.066	151.962	
60.198	139.304	
25.679	125.689	
89.82	147.771	
179.528	117.717	
421.344	171.969	
152.641	126.352	
280.393	135.642	
243.411	135.23	
58.577	132.171	
331.539	125.274	
421.014	114.235	
435.813	94.879	
301.988	147.122	
321.235	110.232	
120.343	133.633	
150.344	129.086	
250.007	129.872	
302.22	127.537	
342.668	116.538	
300.479	111.716	
292.92	126.886	
364.662	148.561	
430.607	129.096	
389.077	167.503	
395.287	136.838	
294.203	111.993	
223.322	146.254	
383.935	112.29	
384.802	112.571	
253.263	133.66	
37.956	132.427	
304.954	146.009	
376.509	134.621	
315.034	162.594	
342.704	165.74	
425.919	175.277	
314.723	117.734	
394.382	148.308	
224.466	147.263	
147.773	155.389	
127.737	125.327	
111.601	148.547	
324.193	113.335	
221.447	121.456	
371.801	128.5	
454.853	146.684	
273.78	113.938	
228.003	115.449	
261.351	116.537	
334.072	145.903	
221.245	137.697	
395.715	128.679	
70.325	146.909	
364.031	168.597	
331.298	150.178	
252.769	149.487	
155.536	156.717	
365.918	128.52	
192.382	128.013	
199.58	127.934	
352.765	122.067	
97.062	132.733	
294.478	144.722	
339.213	119.329	
233.246	118.985	
336.173	124.888	
239.82	130.114	
58.345	145.15	
353.718	150.454	
257.01	144.005	
203.988	141.826	
402.61	108.187	
192.765	115.09	
75.586	123.798	
213.784	159.809	
327.247	160.427	
269.721	112.112	
139.509	153.091	
159.459	159.694	
272.218	150.498	
422.301	103.174	
72.173	112.701	
365.324	135.44	
421.019	129.139	
206.79	126.155	
34.601	149.79	
266.535	126.489	
167.582	132.705	
448.494	160.846	
426.891	113.192	
414.366	152.861	
99.459	133.651	
59.909	131.622	
450.602	154.409	
452.683	168.636	
291.659	152.415	
338.975	142.92	
254.895	159.468	
229.062	118.111	
363.979	103.462	
244.964	156.2	
81.81	150.137	
333.263	154.753	
350.761	127.78	
106.423	153.835	
91.266	148.182	
109.217	146.738	
97.073	127.966	
419.537	148.749	
300.213	149.197	
215.173	126.692	
20.163	135.455	
420.437	134.559	
432.139	112.977	
242.861	112.558	
381.989	104.546	
379.881	147.462	
89.528	123.256	
328.74	154.226	
100.697	148.987	
22.54	133.792	
304.567	143.023	
83.626	142.361	
30.001	147.33	
428.089	149.939	
340.55	152.846	
220.849	122.718	
43.021	134.428	
298.041	132.935	
432.044	142.511	
170.047	154.26	
122.97	130.338	
432.536	117.196	
29.526	136.135	
449.651	119.998	
445.52	112.532	
219.965	122.338	
367.357	157.376	
408.269	136.817	
325.001	104.058	
103.953	126.742	
200.434	114.484	
113.741	153.157	
357.12	109.224	
104.729	123.255	
374.919	130.59	
407.241	126.517	
207.785	126.71	
309.494	143.705	
355.05	139.732	
233.395	153.013	
300.945	148.984	
404.281	100.07	
375.493	148.985	
442.137	130.39	
287.916	144.021	
394.739	105.954	
375.804	123.821	
251.872	103.659	
465.509	129.139	
366.139	161.967	
101.507	121.573	
439.663	138.394	
155.115	142.028	
388.806	125.733	
434.12	115.038	
139.322	155.51	
232.211	160.261	
287.126	115.389	
89.9	129.712	
423.811	158.778	
336.048	106.842	
421.524	99.036	
273.96	112.132	
446.863	118.733	
335.919	122.653	
211.667	148.61	
230.177	113.88	
130.011	152.625	
182.645	145.565	
225.634	114.559	
362.167	148.59	
235.096	124.886	
233.971	122.505	
280.426	147.111	
295.16	147.682	
346.673	141.198	
452.895	98.269	
439.579	169.047	
332.78	117.426	
194.725	147.574	
56.923	131.517	
317.52	139.776	
192.002	116.911	
448.515	169.29	
386.581	149.445	
431.724	114.938	
241.236	123.615	
227.822	157.026	
366.173	121.045	
298.419	158.872	
442.482	115.767	
272.095	116.329	
194.39	114.376	
151.165	124.76	
132.131	130.331	
290.324	124.092	
27.562	131.582	
56.411	122.118	
27.132	132.765	
255.407	124.133	
145.873	122.664	
297.946	118.253	
353.671	152.072	
405.949	154.721	
171.519	118.602	
341.923	133.145	
278.86	115.049	
405.196	157.791	
207.766	153.035	
282.482	138.563	
310.419	161.221	
94.355	154.223	
141.951	126.431	
431.301	139.913	
436.432	99.328	
57.745	145.207	
153.036	145.085	
454.448	155.473	
76.983	134.216	
310.484	149.578	
120.655	147.701	
397.187	147.989	
394.913	107.693	
342.143	135.803	
415.724	168.249	
242.823	110.495	
313.867	124.872	
346.467	112.013	
358.437	122.217	
249.515	123.357	
343.347	120.624	
233.547	106.676	
434.327	144.086	
401.747	102.899	
134.243	146.536	
208.099	136.028	
252.792	143.029	
397.641	139.632	
417.508	159.855	
272.641	124.899	
268.992	128.756	
290.445	151.106	
328.885	139.856	
53.721	142.599	
459.23	163.875	
341.432	148.501	
189.563	138.699	
304.495	148.12	
272.8	131.06	
257.482	161.975	
437.88	163.103	
411.08	128.204	
448.36	147.895	
367.812	110.137	
230.357	120.344	
123.57	138.03	
332.04	163.708	
322.709	106.999	
346.056	125.429	
413.416	142.217	
82.71	134.649	
282.664	137.674	
246.113	148.951	
122.425	119.707	
328.568	125.463	
328.36	162.112	
119.017	149.341	
189.047	128.552	
356.412	115.175	
40.537	149.816	
275.433	159.832	
124.793	127.384	
325.108	149.343	
291.324	152.222	
56.553	126.326	
436.959	147.122	
263.051	127.109	
175.812	115.279	
205.777	158.578	
446.816	170.433	
449.89	94.756	
208.125	114.906	
249.995	130.426	
304.86	135.175	
168.599	150.753	
422.356	104.893	
362.997	137.592	
278.876	160.939	
38.274	145.324	
105.947	120.576	
280.972	135.362	
102.192	128.267	
179.291	155.674	
273.427	147.74	
348.847	121.319	
389.755	122.002	
383.522	129.504	
379.499	114.53	
68.025	110.823	
276.079	117.844	
381.124	133.763	
76.012	125.084	
446.048	104.647	
420.996	156.976	
355.78	107.768	
274.629	126.368	
288.813	127.319	
72.203	114.573	
246.229	128.513	
286.729	161.418	
292.221	147.908	
454.889	142.616	
156.68	120.817	
419.736	140.261	
177.055	145.704	
438.411	164.211	
147.683	108.137	
90.188	124.637	
83.888	134.058	
268.589	156.771	
318.642	125.897	
382.621	161.079	
444.519	96.789	
394.718	143.277	
186.644	128.473	
244.853	114.144	
102.03	123.02	
151.57	132.643	
375.012	166.118	
81.403	138.493	
348.939	149.384	
403.437	127.819	
392.474	158.959	
76.367	137.116	
223.956	151.383	
310.989	149.599	
439.691	141.413	
275.344	140.462	
143.928	119.499	
353.965	109.725	
395.166	126.049	
410.426	103.535	
336.464	109.636	
167.876	124.219	
365.336	123.301	
122.705	135.743	
232.957	152.632	
63.28	128.257	
289.035	171.057	
389.451	102.493	
102.203	131.791	
398.939	128.129	
420.557	99.408	
232.564	123.819	
238.477	116.885	
374.61	110.681	
176.448	134.225	
344.718	173.305	
239.498	135.142	
219.056	137.413	
436.415	147.643	
355.471	131.498	
256.62	110.698	
212.121	147.321	
300.911	148.372	
321.178	125.423	
57.837	132.443	
251.757	134.636	
73.066	152.296	
235.522	113.749	
284.33	139.092	
289.863	114.96	
348.181	142.87	
444.951	114.427	
274.157	112.561	
371.752	115.237	
71.174	145.859	
